yr,RushHour-High,relative_temp,RushHour-Med,relative_hum,hum,atemp,relative_windspeed,relative_atemp,workingday,cnt,RushHour-Low,holiday,temp,windspeed,season_spring,season_winter,season_summer,season_fall,weathersit_Acceptable,weathersit_Bad,weathersit_Good,weathersit_Chaos,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_0,weekday_1,weekday_5,weekday_6,weekday_4,weekday_3,weekday_2,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,instant,dteday,registered,casual
0,1,1.1683835032002021,0,1.2487843420416154,0.82,0.4242,1.3385203631207743,1.2178164531521265,0,93,0,0,0.42,0.2985,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9981075380710323,0.9992721173368186,0.9464719558814282,0.9983353161148348,0.9464719558814282,0.9464719558814282,0.9464719558814282,0.9464719558814282,0.9464719558814282,0.9464719558814282,0.9464719558814282,0.9983353161148348,0.9464719558814282,0.9464719558814282,0.9983353161148348,17,2011-01-01,52,41
0,1,1.2936219214875835,0,1.1585149385075277,0.82,0.4394,1.1289222365749214,1.3334812244827003,0,67,0,0,0.44,0.2836,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.999100515349901,0.9995406123758998,0.9682815968865333,0.9999761187220497,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9999761187220497,0.9682815968865333,0.9682815968865333,0.9999761187220497,18,2011-01-01,52,15
0,1,1.0011785507920339,0,2.6700923757137174,0.88,0.4242,0.8510502264431039,1.0376464806838996,0,35,0,0,0.42,0.2537,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.999100515349901,0.9995406123758998,0.9682815968865333,0.9999761187220497,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9682815968865333,0.9999761187220497,0.9682815968865333,0.9682815968865333,0.9999761187220497,19,2011-01-01,26,9
0,0,0.9498155432769292,1,2.201970953107538,0.88,0.4242,0.8133800161144149,0.9824867081885866,0,37,0,0,0.42,0.2537,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9978147670912513,0.9987642223875987,0.9428554375530874,0.999997077997916,0.9428554375530874,0.9428554375530874,0.9428554375530874,0.9428554375530874,0.9428554375530874,0.9428554375530874,0.9428554375530874,0.999997077997916,0.9428554375530874,0.9428554375530874,0.999997077997916,20,2011-01-01,31,6
0,0,0.7044633820976206,1,1.70703108325964,0.87,0.4091,0.7803777367718293,0.7390680160705777,0,36,0,0,0.4,0.2537,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9948501095258108,0.9967735514389138,0.9044701454130188,0.9999937435837125,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9044701454130188,0.9999937435837125,0.9044701454130188,0.9044701454130188,0.9999937435837125,21,2011-01-01,25,11
0,0,0.6799417994728418,1,1.5580668880290158,0.87,0.4091,0.321807177003362,0.7124720850930812,0,34,0,0,0.4,0.19399999999999998,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9973552571634914,0.9982427925636045,0.940573886311624,0.999455381880824,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.999455381880824,0.940573886311624,0.940573886311624,0.999455381880824,22,2011-01-01,31,3
0,0,0.6578451527041997,1,2.8141309334072955,0.94,0.4091,0.5337870020536766,0.6885904175820944,0,28,0,0,0.4,0.2239,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9973552571634914,0.9982427925636045,0.940573886311624,0.999455381880824,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.940573886311624,0.999455381880824,0.940573886311624,0.940573886311624,0.999455381880824,23,2011-01-01,17,11
0,0,1.2664798580475163,1,1.3304243298577474,0.88,0.4545,1.076922361833226,1.279644297866998,0,39,0,0,0.46,0.2985,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9994639465085902,0.9988527416156636,0.9971769808342588,0.9950665937319075,0.9971769808342588,0.9971769808342588,0.9971769808342588,0.9971769808342588,0.9971769808342588,0.9971769808342588,0.9971769808342588,0.9950665937319075,0.9971769808342588,0.9971769808342588,0.9950665937319075,24,2011-01-01,24,15
0,0,1.1997809517005766,1,1.2561185388689058,0.88,0.4545,1.0295594275759437,1.2114257398003319,0,17,0,0,0.46,0.2985,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9988836849966019,0.9978554400008285,0.9988388808973748,0.9907802289556648,0.9988388808973748,0.9988388808973748,0.9988388808973748,0.9988388808973748,0.9988388808973748,0.9988388808973748,0.9988388808973748,0.9907802289556648,0.9988388808973748,0.9988388808973748,0.9907802289556648,25,2011-01-02,13,4
0,0,0.9372061634704956,0,2.1986082243370313,0.94,0.4394,0.6540347323934381,0.9535873270660119,0,17,1,0,0.44,0.2537,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9973552848795555,0.9960014638975183,0.9999036957661237,0.988419661727659,0.9999036957661237,0.9999036957661237,0.9999036957661237,0.9999036957661237,0.9999036957661237,0.9999036957661237,0.9999036957661237,0.988419661727659,0.9999036957661237,0.9999036957661237,0.988419661727659,26,2011-01-02,16,1
0,0,0.6978046478679023,0,2.9141317481894697,1.0,0.4242,0.8619909377786135,0.7177947173475128,0,9,1,0,0.42,0.2836,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9985489070348285,0.9971213635384556,0.9993818106332106,0.9858098081861111,0.9993818106332106,0.9993818106332106,0.9993818106332106,0.9993818106332106,0.9993818106332106,0.9993818106332106,0.9993818106332106,0.9858098081861111,0.9993818106332106,0.9993818106332106,0.9858098081861111,27,2011-01-02,8,1
0,0,1.0955462604005073,0,1.6526968900035421,0.94,0.4545,0.15494876444917852,1.1034870860598645,0,6,1,0,0.46,0.19399999999999998,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72742870250341,0.718936180957807,0.7485021841031596,0.6467540556457202,0.7485021841031596,0.7485021841031596,0.7485021841031596,0.7485021841031596,0.7485021841031596,0.7485021841031596,0.7485021841031596,0.6467540556457202,0.7485021841031596,0.7485021841031596,0.6467540556457202,28,2011-01-02,4,2
0,0,1.0533545815121657,0,1.547536498856084,0.94,0.4545,0.15219338838921953,1.0606608179950912,0,3,1,0,0.46,0.19399999999999998,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7054966455256221,0.693831210731393,0.7216153477620717,0.6026997827738384,0.7216153477620717,0.7216153477620717,0.7216153477620717,0.7216153477620717,0.7216153477620717,0.7216153477620717,0.7216153477620717,0.6026997827738384,0.7216153477620717,0.7216153477620717,0.6026997827738384,29,2011-01-02,1,2
0,0,0.6008600819757834,0,-0.7755241610182404,0.77,0.4242,0.9715233190394682,0.6189549697795863,0,2,1,0,0.42,0.2985,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6917324198044473,0.6784129053254918,0.6974674275705282,0.5774799259824166,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.5774799259824167,0.6974674275705282,0.6974674275705282,0.5774799259824167,30,2011-01-02,2,0
0,0,0.3776545389898978,0,-0.8876246414364655,0.76,0.4091,0.11737318074932984,0.40159359056964117,0,1,1,0,0.4,0.19399999999999998,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6917324198044473,0.6784129053254918,0.6974674275705282,0.5774799259824166,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.6974674275705282,0.5774799259824167,0.6974674275705282,0.6974674275705282,0.5774799259824167,31,2011-01-02,1,0
0,0,0.37083853954364837,1,-1.5274572047665234,0.71,0.4091,0.3550077697862261,0.3942234300995624,0,8,0,0,0.4,0.2239,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7173782074070945,0.707321238150938,0.7385134497264153,0.6257806309580917,0.7385134497264153,0.7385134497264153,0.7385134497264153,0.7385134497264153,0.7385134497264153,0.7385134497264153,0.7385134497264153,0.6257806309580917,0.7385134497264153,0.7385134497264153,0.6257806309580917,32,2011-01-02,8,0
0,0,0.1484511436694835,1,-0.7986087350563181,0.76,0.3939,0.34888946429746714,0.1767214549618097,0,20,0,0,0.38,0.2239,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7635721857822304,0.7565249849212135,0.7764399725139532,0.6842708946642417,0.7764399725139532,0.7764399725139532,0.7764399725139532,0.7764399725139532,0.7764399725139532,0.7764399725139532,0.7764399725139532,0.6842708946642417,0.7764399725139532,0.7764399725139532,0.6842708946642417,33,2011-01-02,19,1
0,1,-0.07310281373576148,0,-0.12321977813346215,0.81,0.3485,0.3430779435820412,-0.4645310014499705,0,53,0,0,0.36,0.2239,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7467285588897092,0.7364357874893068,0.7560038053571664,0.6433176613220861,0.7560038053571664,0.7560038053571664,0.7560038053571664,0.7560038053571664,0.7560038053571664,0.7560038053571664,0.7560038053571664,0.6433176613220861,0.7560038053571664,0.7560038053571664,0.6433176613220861,34,2011-01-02,46,7
0,1,-0.07204700015090269,0,-1.4531473854574455,0.71,0.3333,0.5864776301772804,-0.6727647590421214,0,70,0,0,0.36,0.2537,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7112279048287253,0.6960411303171442,0.6805441298101003,0.5718071736862282,0.6805441298101003,0.6805441298101003,0.6805441298101003,0.6805441298101003,0.6805441298101003,0.6805441298101003,0.6805441298101003,0.5718071736862282,0.6805441298101003,0.6805441298101003,0.5718071736862282,35,2011-01-02,54,16
0,1,-0.07103560537624275,0,-2.0460989583049685,0.66,0.3333,0.9533318106336334,-0.6589955845467312,0,93,0,0,0.36,0.2985,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6168031817445728,0.5964459685875019,0.5205568787913364,0.45503034851806473,0.5205568787913364,0.5205568787913364,0.5205568787913364,0.5205568787913364,0.5205568787913364,0.5205568787913364,0.5205568787913364,0.45503034851806473,0.5205568787913364,0.5205568787913364,0.45503034851806473,36,2011-01-02,73,20
0,1,-0.07006560285157114,0,-1.9073634542710414,0.66,0.3485,-0.45916271087913413,-0.42601888408301863,0,75,0,0,0.36,0.1343,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7358010587553229,0.7502218796791899,0.7900330497429048,0.7991022710946641,0.7834827176633924,0.7834827176633924,0.7834827176633924,0.7834827176633924,0.7834827176633924,0.7834827176633924,0.7834827176633924,0.7991022710946641,0.7834827176633924,0.7834827176633924,0.7991022710946641,37,2011-01-02,64,11
0,1,-0.06913424678129927,0,-0.5781643213716694,0.76,0.3485,0.058385051103811,-0.4193281597946329,0,59,0,0,0.36,0.19399999999999998,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9604081251004845,0.9531841692986743,0.9272320747285512,0.9226295260517696,0.9272320747285512,0.9272320747285512,0.9272320747285512,0.9272320747285512,0.9272320747285512,0.9272320747285512,0.9272320747285512,0.9226295260517696,0.9272320747285512,0.9272320747285512,0.9226295260517696,38,2011-01-02,55,4
0,1,-0.30397390342921937,0,0.04519391665912494,0.81,0.3333,-0.2005199258551149,-0.6380662206901464,0,74,0,0,0.34,0.1642,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9637729684406776,0.952775686913126,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.91475436225616,0.8943394824700841,0.91475436225616,0.91475436225616,0.8943394824700841,39,2011-01-02,55,19
0,1,-0.2997909309558268,0,-1.1984999938399459,0.71,0.3333,-0.1978962923421451,-0.6267003877321288,0,76,0,0,0.34,0.1642,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9632876806365303,0.9502570857287814,0.9042992348435556,0.8775506408280098,0.9042992348435556,0.9042992348435556,0.9042992348435556,0.9042992348435556,0.9042992348435556,0.9042992348435556,0.9042992348435556,0.8775506408280098,0.9042992348435556,0.9042992348435556,0.8775506408280098,40,2011-01-02,67,9
0,1,-0.2957763519293358,0,-2.8940906868429632,0.57,0.3333,0.06938897858288555,-0.615924947158944,0,65,0,0,0.34,0.19399999999999998,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9690363895046052,0.9544505677222018,0.9057787008260514,0.8633563672173141,0.9057787008260514,0.9057787008260514,0.9057787008260514,0.9057787008260514,0.9057787008260514,0.9057787008260514,0.9057787008260514,0.8633563672173141,0.9057787008260514,0.9057787008260514,0.8633563672173141,41,2011-01-02,58,7
0,1,-0.0476602683410547,0,-3.8528238573510105,0.46,0.3333,1.277788621781544,-0.6056902836135796,0,53,0,0,0.36,0.3284,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9789999658926558,0.9620802141683206,0.9089689881093843,0.8331360516329871,0.9089689881093843,0.9089689881093843,0.9089689881093843,0.9089689881093843,0.9089689881093843,0.9089689881093843,0.9089689881093843,0.8331360516329871,0.9089689881093843,0.9089689881093843,0.8331360516329871,42,2011-01-02,43,10
0,0,-0.5416749916110187,1,-3.657614422967583,0.42,0.2879,2.305006191898056,-1.2900836050845468,0,30,0,0,0.32,0.4478,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9852682596914347,0.9701596032776019,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.840642785925451,43,2011-01-02,29,1
0,0,-0.7830431744621142,1,-3.409956695470868,0.39,0.2727,1.3836518583954287,-1.4814850564172328,0,22,0,0,0.3,0.3582,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9852682596914347,0.9701596032776019,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.840642785925451,44,2011-01-02,17,5
0,0,-1.2700066057118917,1,-2.6006119809201103,0.44,0.2273,1.0874089472625212,-2.108941582164581,0,31,0,0,0.26,0.3284,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9852682596914347,0.9701596032776019,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.840642785925451,45,2011-01-02,20,11
0,0,-1.4826772768596066,1,-2.3946651739139164,0.44,0.2121,0.8096591372132748,-2.20729242094761,0,9,0,0,0.24,0.2985,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9852682596914347,0.9701596032776019,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.9292315892652568,0.840642785925451,0.9292315892652568,0.9292315892652568,0.840642785925451,46,2011-01-02,9,0
0,0,-1.6780852553566419,1,-2.0208059953907127,0.47,0.2273,-0.33985899512672857,-1.8634213730909308,0,8,0,0,0.22,0.1642,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9998994216420714,0.9971829395614976,0.9968542701910427,0.8695713855718344,0.9968542701910427,0.9968542701910427,0.9968542701910427,0.9968542701910427,0.9968542701910427,0.9968542701910427,0.9968542701910427,0.9463001296944551,0.9968542701910427,0.9968542701910427,0.8695713855718344,47,2011-01-02,8,0
